100,https://doi.org/10.1186/s13063-023-07765-4,ICDH-3
100,https://doi.org/10.1186/s13063-023-07765-4,Migraine
100,https://doi.org/10.1186/s13063-023-07765-4,QOL
100,https://doi.org/10.1186/s13063-023-07765-4,clinical outcomes in migraine
100,https://doi.org/10.1186/s13063-023-07765-4,clinical symptoms
100,https://doi.org/10.1186/s13063-023-07765-4,clinical trial
100,https://doi.org/10.1186/s13063-023-07765-4,diagnosis
100,https://doi.org/10.1186/s13063-023-07765-4,disorder
100,https://doi.org/10.1186/s13063-023-07765-4,dose
100,https://doi.org/10.1186/s13063-023-07765-4,gut microbiota
100,https://doi.org/10.1186/s13063-023-07765-4,gut-brain axis
100,https://doi.org/10.1186/s13063-023-07765-4,headache
100,https://doi.org/10.1186/s13063-023-07765-4,high-sensitive C-reactive protein
100,https://doi.org/10.1186/s13063-023-07765-4,inflammation
100,https://doi.org/10.1186/s13063-023-07765-4,inflammatory and oxidative stress
100,https://doi.org/10.1186/s13063-023-07765-4,inflammatory status
100,https://doi.org/10.1186/s13063-023-07765-4,intestinal microbiota
100,https://doi.org/10.1186/s13063-023-07765-4,intestinal permeability
100,https://doi.org/10.1186/s13063-023-07765-4,inulin
100,https://doi.org/10.1186/s13063-023-07765-4,maltodextrin
100,https://doi.org/10.1186/s13063-023-07765-4,mental health
100,https://doi.org/10.1186/s13063-023-07765-4,mental status
100,https://doi.org/10.1186/s13063-023-07765-4,migraine
100,https://doi.org/10.1186/s13063-023-07765-4,neurological diseases
100,https://doi.org/10.1186/s13063-023-07765-4,neurologist
100,https://doi.org/10.1186/s13063-023-07765-4,nitric oxide
100,https://doi.org/10.1186/s13063-023-07765-4,oxidative stress
100,https://doi.org/10.1186/s13063-023-07765-4,patients
100,https://doi.org/10.1186/s13063-023-07765-4,placebo
100,https://doi.org/10.1186/s13063-023-07765-4,placebo-controlled clinical trial
100,https://doi.org/10.1186/s13063-023-07765-4,quality of life
100,https://doi.org/10.1186/s13063-023-07765-4,randomized clinical trial
100,https://doi.org/10.1186/s13063-023-07765-4,serum levels
100,https://doi.org/10.1186/s13063-023-07765-4,symptoms
100,https://doi.org/10.1186/s13063-023-07765-4,total antioxidant capacity
100,https://doi.org/10.1186/s13063-023-07765-4,zonulin
101,https://doi.org/10.1590/1984-3143-AR2023-0082,Dysbiosis
101,https://doi.org/10.1590/1984-3143-AR2023-0082,canine intestinal microbiota
101,https://doi.org/10.1590/1984-3143-AR2023-0082,central nervous system
101,https://doi.org/10.1590/1984-3143-AR2023-0082,chronic enteropathy
101,https://doi.org/10.1590/1984-3143-AR2023-0082,cognitive function
101,https://doi.org/10.1590/1984-3143-AR2023-0082,digestion
101,https://doi.org/10.1590/1984-3143-AR2023-0082,disease
101,https://doi.org/10.1590/1984-3143-AR2023-0082,disorders
101,https://doi.org/10.1590/1984-3143-AR2023-0082,dogs
101,https://doi.org/10.1590/1984-3143-AR2023-0082,food allergies
101,https://doi.org/10.1590/1984-3143-AR2023-0082,gastrointestinal disorders
101,https://doi.org/10.1590/1984-3143-AR2023-0082,gut microbial community
101,https://doi.org/10.1590/1984-3143-AR2023-0082,gut microbiota
101,https://doi.org/10.1590/1984-3143-AR2023-0082,gut-brain axis
101,https://doi.org/10.1590/1984-3143-AR2023-0082,health
101,https://doi.org/10.1590/1984-3143-AR2023-0082,host
101,https://doi.org/10.1590/1984-3143-AR2023-0082,humans
101,https://doi.org/10.1590/1984-3143-AR2023-0082,immune system
101,https://doi.org/10.1590/1984-3143-AR2023-0082,inflammatory bowel disease
101,https://doi.org/10.1590/1984-3143-AR2023-0082,intestinal microbiota
101,https://doi.org/10.1590/1984-3143-AR2023-0082,mental health
101,https://doi.org/10.1590/1984-3143-AR2023-0082,metabolism
101,https://doi.org/10.1590/1984-3143-AR2023-0082,neurological conditions
101,https://doi.org/10.1590/1984-3143-AR2023-0082,obesity
101,https://doi.org/10.1590/1984-3143-AR2023-0082,therapeutic interventions
101,https://doi.org/10.1590/1984-3143-AR2023-0082,ulcerative histiocytic colitis
102,https://doi.org/10.3389/fnagi.2023.1266955,Alzheimer's disease
102,https://doi.org/10.3389/fnagi.2023.1266955,Bifidobacterium
102,https://doi.org/10.3389/fnagi.2023.1266955,Cognitive Impairment
102,https://doi.org/10.3389/fnagi.2023.1266955,PET
102,https://doi.org/10.3389/fnagi.2023.1266955,RBANS
102,https://doi.org/10.3389/fnagi.2023.1266955,Repeatable Battery for the Assessment of Neuropsychological Status
102,https://doi.org/10.3389/fnagi.2023.1266955,SUPERBRAIN
102,https://doi.org/10.3389/fnagi.2023.1266955,amyloid
102,https://doi.org/10.3389/fnagi.2023.1266955,amyloid positive emission tomography
102,https://doi.org/10.3389/fnagi.2023.1266955,amyloid-positive by PET
102,https://doi.org/10.3389/fnagi.2023.1266955,beta diversity
102,https://doi.org/10.3389/fnagi.2023.1266955,cognition
102,https://doi.org/10.3389/fnagi.2023.1266955,cognitive impaiRment
102,https://doi.org/10.3389/fnagi.2023.1266955,early symptomatic Alzheimer's disease
102,https://doi.org/10.3389/fnagi.2023.1266955,gut microbiome
102,https://doi.org/10.3389/fnagi.2023.1266955,gut microbiota
102,https://doi.org/10.3389/fnagi.2023.1266955,intervention
102,https://doi.org/10.3389/fnagi.2023.1266955,mild cognitive impairment
102,https://doi.org/10.3389/fnagi.2023.1266955,mild dementia
102,https://doi.org/10.3389/fnagi.2023.1266955,nutritional supplements
102,https://doi.org/10.3389/fnagi.2023.1266955,patients
102,https://doi.org/10.3389/fnagi.2023.1266955,randomized controlled trial
104,https://doi.org/10.1111/ene.16080,gut-microbiota-brain axis
104,https://doi.org/10.1111/ene.16080,neurological disorders
105,https://doi.org/10.1016/j.phrs.2023.106952,AA-MF
105,https://doi.org/10.1016/j.phrs.2023.106952,CNS
105,https://doi.org/10.1016/j.phrs.2023.106952,Cognitive and psychiatric disorders
105,https://doi.org/10.1016/j.phrs.2023.106952,GBA
105,https://doi.org/10.1016/j.phrs.2023.106952,Gut microbiota
105,https://doi.org/10.1016/j.phrs.2023.106952,IEMs
105,https://doi.org/10.1016/j.phrs.2023.106952,KYN
105,https://doi.org/10.1016/j.phrs.2023.106952,PKU
105,https://doi.org/10.1016/j.phrs.2023.106952,Phe-free amino acid medical foods
105,https://doi.org/10.1016/j.phrs.2023.106952,Phenylketonuria
105,https://doi.org/10.1016/j.phrs.2023.106952,Trp
105,https://doi.org/10.1016/j.phrs.2023.106952,Tryptophan
105,https://doi.org/10.1016/j.phrs.2023.106952,behavior
105,https://doi.org/10.1016/j.phrs.2023.106952,brain
