num_article;doi;term
2;https://doi.org/10.1016/j.nut.2024.112369;Gut microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;hospitalized
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;Malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;gut microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;host
2;https://doi.org/10.1016/j.nut.2024.112369;metabolic
2;https://doi.org/10.1016/j.nut.2024.112369;health
2;https://doi.org/10.1016/j.nut.2024.112369;disease
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;gut microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;hospitalized
2;https://doi.org/10.1016/j.nut.2024.112369;patients
2;https://doi.org/10.1016/j.nut.2024.112369;cohort
2;https://doi.org/10.1016/j.nut.2024.112369;hospitalization
2;https://doi.org/10.1016/j.nut.2024.112369;rRNA gene
2;https://doi.org/10.1016/j.nut.2024.112369;sequenced
2;https://doi.org/10.1016/j.nut.2024.112369;gut microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;Microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;Microbiota diversity
2;https://doi.org/10.1016/j.nut.2024.112369;diversity
2;https://doi.org/10.1016/j.nut.2024.112369;abundance
2;https://doi.org/10.1016/j.nut.2024.112369;patients
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;Microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;Patients
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;hospitalization
2;https://doi.org/10.1016/j.nut.2024.112369;Patients
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;diversity
2;https://doi.org/10.1016/j.nut.2024.112369;Shannon P
2;https://doi.org/10.1016/j.nut.2024.112369;Shannon
2;https://doi.org/10.1016/j.nut.2024.112369;Shannon P
2;https://doi.org/10.1016/j.nut.2024.112369;Shannon
2;https://doi.org/10.1016/j.nut.2024.112369;abundance
2;https://doi.org/10.1016/j.nut.2024.112369;Lachnospiraceae NK4A136
2;https://doi.org/10.1016/j.nut.2024.112369;Subdoligranulum
2;https://doi.org/10.1016/j.nut.2024.112369;Faecalibacterium
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;Corynebacterium
2;https://doi.org/10.1016/j.nut.2024.112369;Ruminococcaceae
2;https://doi.org/10.1016/j.nut.2024.112369;Sedis
2;https://doi.org/10.1016/j.nut.2024.112369;Fusobacterium
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;Corynebacterium
2;https://doi.org/10.1016/j.nut.2024.112369;Ruminococcaceae
2;https://doi.org/10.1016/j.nut.2024.112369;Sedis
2;https://doi.org/10.1016/j.nut.2024.112369;patients
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;hospitalization
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
2;https://doi.org/10.1016/j.nut.2024.112369;hospitalization
2;https://doi.org/10.1016/j.nut.2024.112369;gut microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;microbiota
2;https://doi.org/10.1016/j.nut.2024.112369;patients
2;https://doi.org/10.1016/j.nut.2024.112369;malnutrition
3;https://doi.org/10.1111/jnc.16121;Ion
3;https://doi.org/10.1111/jnc.16121;genetic epilepsy
3;https://doi.org/10.1111/jnc.16121;genetic
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;Neurochemistry
3;https://doi.org/10.1111/jnc.16121;Epilepsy
3;https://doi.org/10.1111/jnc.16121;Epilepsy
3;https://doi.org/10.1111/jnc.16121;disease
3;https://doi.org/10.1111/jnc.16121;seizures
3;https://doi.org/10.1111/jnc.16121;therapeutics
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;epilepsy patients
3;https://doi.org/10.1111/jnc.16121;treatments
3;https://doi.org/10.1111/jnc.16121;disease
3;https://doi.org/10.1111/jnc.16121;genetic
3;https://doi.org/10.1111/jnc.16121;pathogenesis
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;genetic epilepsy
3;https://doi.org/10.1111/jnc.16121;genetic
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;genes
3;https://doi.org/10.1111/jnc.16121;ion
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;HCN
3;https://doi.org/10.1111/jnc.16121;dependent
3;https://doi.org/10.1111/jnc.16121;dependent
3;https://doi.org/10.1111/jnc.16121;GABAA
3;https://doi.org/10.1111/jnc.16121;phenotype
3;https://doi.org/10.1111/jnc.16121;ion
3;https://doi.org/10.1111/jnc.16121;genetic
3;https://doi.org/10.1111/jnc.16121;disease
3;https://doi.org/10.1111/jnc.16121;drugs
3;https://doi.org/10.1111/jnc.16121;NMDA
3;https://doi.org/10.1111/jnc.16121;drug
3;https://doi.org/10.1111/jnc.16121;SCN2A disease
3;https://doi.org/10.1111/jnc.16121;disease
3;https://doi.org/10.1111/jnc.16121;therapies
3;https://doi.org/10.1111/jnc.16121;microbiota
3;https://doi.org/10.1111/jnc.16121;seizure
3;https://doi.org/10.1111/jnc.16121;drugs
3;https://doi.org/10.1111/jnc.16121;genetic
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;ion
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut
5;https://doi.org/10.1128/msystems.00185-24;microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;microbiota
5;https://doi.org/10.1128/msystems.00185-24;dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;stroke patients
5;https://doi.org/10.1128/msystems.00185-24;stroke
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19
5;https://doi.org/10.1128/msystems.00185-24;infection
5;https://doi.org/10.1128/msystems.00185-24;stroke
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19
5;https://doi.org/10.1128/msystems.00185-24;infection
5;https://doi.org/10.1128/msystems.00185-24;symptoms
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19
5;https://doi.org/10.1128/msystems.00185-24;infection
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut
5;https://doi.org/10.1128/msystems.00185-24;microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;microbiota
5;https://doi.org/10.1128/msystems.00185-24;dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut
5;https://doi.org/10.1128/msystems.00185-24;microbiota
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19
5;https://doi.org/10.1128/msystems.00185-24;infection
5;https://doi.org/10.1128/msystems.00185-24;rRNA gene
5;https://doi.org/10.1128/msystems.00185-24;gut
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
