329,https://doi.org/10.3389/fphar.2024.1372110,Antrodia camphorata,<Antrodia camphorata>
329,https://doi.org/10.3389/fphar.2024.1372110,neurological disorders,<Neurological disorder>
329,https://doi.org/10.3389/fphar.2024.1372110,Alzheimer's disease,<Alzheimer's disease>
329,https://doi.org/10.3389/fphar.2024.1372110,Parkinson's disease,<Parkinson's disease>
329,https://doi.org/10.3389/fphar.2024.1372110,stroke,<stroke>
329,https://doi.org/10.3389/fphar.2024.1372110,degeneration,<degeneration>
329,https://doi.org/10.3389/fphar.2024.1372110,neurons,<Neuron>
329,https://doi.org/10.3389/fphar.2024.1372110,therapies,<Therapy>
329,https://doi.org/10.3389/fphar.2024.1372110,neurological diseases,<Neurological disease>
329,https://doi.org/10.3389/fphar.2024.1372110,pharmacology,<pharmacology>
329,https://doi.org/10.3389/fphar.2024.1372110,natural products as new strategies for the development of drugs,<natural products as new strategies for the development of drug>
329,https://doi.org/10.3389/fphar.2024.1372110,neurological symptoms,<neurological symptom>
329,https://doi.org/10.3389/fphar.2024.1372110,metabolism,<Metabolism>
329,https://doi.org/10.3389/fphar.2024.1372110,gut-microbiome-brain axis,<Gut-microbiome-brain axis>
329,https://doi.org/10.3389/fphar.2024.1372110,cerebral neuropathology,<cerebral neuropathology>
332,https://doi.org/10.1038/s41598-024-59250-w,microbiome-based interventions,<microbiome-based intervention>
332,https://doi.org/10.1038/s41598-024-59250-w,neurodegenerative diseases,<Neurodegenerative disease>
332,https://doi.org/10.1038/s41598-024-59250-w,meta-analysis,<meta-analysi>
332,https://doi.org/10.1038/s41598-024-59250-w,Neurodegenerative diseases,<Neurodegenerative disease>
332,https://doi.org/10.1038/s41598-024-59250-w,NDDs,<NDD>
332,https://doi.org/10.1038/s41598-024-59250-w,Microbiome,<Microbiome>
332,https://doi.org/10.1038/s41598-024-59250-w,interventions,<intervention>
332,https://doi.org/10.1038/s41598-024-59250-w,dietary interventions,<dietary intervention>
332,https://doi.org/10.1038/s41598-024-59250-w,biotics,<biotic>
332,https://doi.org/10.1038/s41598-024-59250-w,fecal microbiome transplant,<fecal microbiome transplant>
332,https://doi.org/10.1038/s41598-024-59250-w,symptoms,<symptom>
332,https://doi.org/10.1038/s41598-024-59250-w,disease,<Disease>
332,https://doi.org/10.1038/s41598-024-59250-w,disease,<Diseease>
332,https://doi.org/10.1038/s41598-024-59250-w,clinical trials,<Clinical trial>
332,https://doi.org/10.1038/s41598-024-59250-w,GM,<GM>
332,https://doi.org/10.1038/s41598-024-59250-w,microbiome,<Microbiome>
332,https://doi.org/10.1038/s41598-024-59250-w,disease burden (SMD,<disease burden (SMD>
332,https://doi.org/10.1038/s41598-024-59250-w,CI,<CI>
332,https://doi.org/10.1038/s41598-024-59250-w,constipation,<constipation>
338,https://doi.org/10.1038/s41531-024-00687-1,Gut microbiome,<Gut microbiome>
338,https://doi.org/10.1038/s41531-024-00687-1,mild cognitive impairment,<mild cognitive impairment>
338,https://doi.org/10.1038/s41531-024-00687-1,Parkinson's disease,<Parkinson's disease>
338,https://doi.org/10.1038/s41531-024-00687-1,Gut microbiome differences between people with Parkinson's disease,<Gut microbiome differences between people with Parkinson's disease>
338,https://doi.org/10.1038/s41531-024-00687-1,PD,<Parkinson's disease>
338,https://doi.org/10.1038/s41531-024-00687-1,Parkinsonism,<Parkinsonism>
338,https://doi.org/10.1038/s41531-024-00687-1,MCI,<MCI>
338,https://doi.org/10.1038/s41531-024-00687-1,cognition,<cognition>
340,https://doi.org/10.1093/braincomms/fcae098,infections,<infection>
340,https://doi.org/10.1093/braincomms/fcae098,Parkinson's disease,<Parkinson's disease>
340,https://doi.org/10.1093/braincomms/fcae098,infection,<infection>
340,https://doi.org/10.1093/braincomms/fcae098,Gastrointestinal infections,<Gastrointestinal infection>
340,https://doi.org/10.1093/braincomms/fcae098,gut dysbiosis,<Gut dysbiosis>
340,https://doi.org/10.1093/braincomms/fcae098,cohort study,<cohort study>
340,https://doi.org/10.1093/braincomms/fcae098,diagnoses,<diagnose>
340,https://doi.org/10.1093/braincomms/fcae098,Cox regression,<Cox regression>
340,https://doi.org/10.1093/braincomms/fcae098,hazard ratios,<hazard ratio>
340,https://doi.org/10.1093/braincomms/fcae098,confidence intervals,<confidence interval>
340,https://doi.org/10.1093/braincomms/fcae098,gastrointestinal,<gastrointestinal>
340,https://doi.org/10.1093/braincomms/fcae098,respiratory,<respiratory>
340,https://doi.org/10.1093/braincomms/fcae098,hazard ratio,<hazard ratio>
340,https://doi.org/10.1093/braincomms/fcae098,genitourinary and skin,<genitourinary and skin>
340,https://doi.org/10.1093/braincomms/fcae098,gastrointestinal tract,<Gastrointestinal tract>
340,https://doi.org/10.1093/braincomms/fcae098,lungs,<lung>
340,https://doi.org/10.1093/braincomms/fcae098,gut microbiome,<Gut microbiome>
352,https://doi.org/10.1016/j.redox.2024.103092,Gut microbiome,<Gut microbiome>
352,https://doi.org/10.1016/j.redox.2024.103092,short-chain fatty acids,<Short-chain fatty acid>
