1,https://doi.org/10.1016/j.psychres.2024.115914,antipsychotics,<antipsychotic>
1,https://doi.org/10.1016/j.psychres.2024.115914,gastrointestinal microbiota,<Gastrointestinal microbiota>
1,https://doi.org/10.1016/j.psychres.2024.115914,Antipsychotics,<Antipsychotic>
1,https://doi.org/10.1016/j.psychres.2024.115914,APs,<APs>
1,https://doi.org/10.1016/j.psychres.2024.115914,psychiatric disorders,<Psychiatric disorder>
1,https://doi.org/10.1016/j.psychres.2024.115914,schizophrenia,<Schizophrenia>
1,https://doi.org/10.1016/j.psychres.2024.115914,disruptive behavioral conditions,<disruptive behavioral condition>
1,https://doi.org/10.1016/j.psychres.2024.115914,drugs,<drug>
1,https://doi.org/10.1016/j.psychres.2024.115914,side effects,<Side effect>
1,https://doi.org/10.1016/j.psychres.2024.115914,weight gain,<weight gain>
1,https://doi.org/10.1016/j.psychres.2024.115914,gut microbiota,<Gut microbiota>
1,https://doi.org/10.1016/j.psychres.2024.115914,GM,<GM>
1,https://doi.org/10.1016/j.psychres.2024.115914,patients,<Patient>
1,https://doi.org/10.1016/j.psychres.2024.115914,treatment,<Treatment>
1,https://doi.org/10.1016/j.psychres.2024.115914,risperidone,<risperidone>
1,https://doi.org/10.1016/j.psychres.2024.115914,quetiapine,<quetiapine>
1,https://doi.org/10.1016/j.psychres.2024.115914,amilsupride,<amilsupride>
1,https://doi.org/10.1016/j.psychres.2024.115914,olanzapine,<olanzapine>
1,https://doi.org/10.1016/j.psychres.2024.115914,atypical drugs,<atypical drug>
1,https://doi.org/10.1016/j.psychres.2024.115914,abundance,<abundance>
1,https://doi.org/10.1016/j.psychres.2024.115914,diversity,<diversity>
1,https://doi.org/10.1016/j.psychres.2024.115914,microbiota,<Microbiota>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,gut-brain axis,<Gut-brain axis>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,anxiety,<Anxiety>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,depression,<Depression>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,probiotics,<Probiotic>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,adverse effects,<Adverse effect>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,postbiotics,<postbiotic>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,treatments,<Treatment>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,antidepressant,<antidepressant>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,anti-anxiety,<anti-anxiety>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,side effects,<Side effect>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,Depression,<Depression>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,mental illnesses,<mental illnesse>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,mood,<Mood>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,cognitive or motor dysfunction,<cognitive or motor dysfunction>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,probiotic,<probiotic>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,mental health,<Mental health>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,diseases,<Disease>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,gut microbiota,<Gut microbiota>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,host,<Host>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,health,<Health>
6,https://doi.org/10.1016/j.jtcme.2024.03.011,humans,<Human>
13,https://doi.org/10.3389/fmicb.2024.1383199,microbiota-derived extracellular vesicles,<microbiota-derived extracellular vesicle>
13,https://doi.org/10.3389/fmicb.2024.1383199,psychiatric disorders,<Psychiatric disorder>
13,https://doi.org/10.3389/fmicb.2024.1383199,Major depressive disorder,<Major depressive disorder>
13,https://doi.org/10.3389/fmicb.2024.1383199,schizophrenia,<Schizophrenia>
13,https://doi.org/10.3389/fmicb.2024.1383199,bipolar disorder,<Bipolar disorder>
13,https://doi.org/10.3389/fmicb.2024.1383199,health,<Health>
13,https://doi.org/10.3389/fmicb.2024.1383199,patients,<Patient>
13,https://doi.org/10.3389/fmicb.2024.1383199,abnormalities,<abnormalitie>
13,https://doi.org/10.3389/fmicb.2024.1383199,gut microbiota,<Gut microbiota>
13,https://doi.org/10.3389/fmicb.2024.1383199,psychiatric diseases,<Psychiatric diseases>
13,https://doi.org/10.3389/fmicb.2024.1383199,Microbiota-derived extracellular vesicles,<Microbiota-derived extracellular vesicle>
13,https://doi.org/10.3389/fmicb.2024.1383199,bioactive compounds,<bioactive compound>
13,https://doi.org/10.3389/fmicb.2024.1383199,host,<Host>
13,https://doi.org/10.3389/fmicb.2024.1383199,cells,<cell>
13,https://doi.org/10.3389/fmicb.2024.1383199,signaling,<signaling>
13,https://doi.org/10.3389/fmicb.2024.1383199,biological processes,<biological processe>
13,https://doi.org/10.3389/fmicb.2024.1383199,mental health,<Mental health>
13,https://doi.org/10.3389/fmicb.2024.1383199,illness,<illnes>
13,https://doi.org/10.3389/fmicb.2024.1383199,diagnostic biomarkers,<diagnostic biomarker>
13,https://doi.org/10.3389/fmicb.2024.1383199,therapies,<Therapy>
16,https://doi.org/10.3390/nu16071054,Psychobiotics,<Psychobiotic>
16,https://doi.org/10.3390/nu16071054,Depression,<Depression>
16,https://doi.org/10.3390/nu16071054,Microbiota,<Microbiota>
16,https://doi.org/10.3390/nu16071054,Gut,<Gut>
16,https://doi.org/10.3390/nu16071054,Brain,<Brain>
16,https://doi.org/10.3390/nu16071054,microbiota,<Microbiota>
16,https://doi.org/10.3390/nu16071054,gut,<Gut>
16,https://doi.org/10.3390/nu16071054,brain,<Brain>
16,https://doi.org/10.3390/nu16071054,MGB,<MGB>
16,https://doi.org/10.3390/nu16071054,axis,<Axis>
16,https://doi.org/10.3390/nu16071054,health,<Health>
16,https://doi.org/10.3390/nu16071054,disease,<Disease>
16,https://doi.org/10.3390/nu16071054,disease,<Diseease>
16,https://doi.org/10.3390/nu16071054,Dysbiosis,<Dysbiosis>
16,https://doi.org/10.3390/nu16071054,microbiome,<Microbiome>
16,https://doi.org/10.3390/nu16071054,neurological and psychiatric disorders,<Neurological disorder>
16,https://doi.org/10.3390/nu16071054,neurological and psychiatric disorders,<Psychiatric disorder>
16,https://doi.org/10.3390/nu16071054,depression,<Depression>
16,https://doi.org/10.3390/nu16071054,psychobiotics,<Psychobiotic>
16,https://doi.org/10.3390/nu16071054,depressive disorders,<depressive disorder>
16,https://doi.org/10.3390/nu16071054,intestinal barrier,<intestinal barrier>
16,https://doi.org/10.3390/nu16071054,immune response,<Immune response>
16,https://doi.org/10.3390/nu16071054,cortisol levels,<cortisol level>
16,https://doi.org/10.3390/nu16071054,hypothalamic-pituitary-adrenal,<hypothalamic-pituitary-adrenal>
16,https://doi.org/10.3390/nu16071054,HPA,<HPA>
16,https://doi.org/10.3390/nu16071054,probiotics,<Probiotic>
16,https://doi.org/10.3390/nu16071054,therapy,<therapy>
16,https://doi.org/10.3390/nu16071054,mental health,<Mental health>
16,https://doi.org/10.3390/nu16071054,microorganisms,<Microorganism>
24,https://doi.org/10.3389/fnins.2024.1290826,Bipolar disorder,<Bipolar disorder>
24,https://doi.org/10.3389/fnins.2024.1290826,gut microbiota,<Gut microbiota>
24,https://doi.org/10.3389/fnins.2024.1290826,bipolar disorder,<Bipolar disorder>
24,https://doi.org/10.3389/fnins.2024.1290826,Psychiatry,<Psychiatry>
24,https://doi.org/10.3389/fnins.2024.1290826,gut microbiome,<Gut microbiome>
24,https://doi.org/10.3389/fnins.2024.1290826,BD,<Bipolar disorder>
24,https://doi.org/10.3389/fnins.2024.1290826,treatment,<Treatment>
24,https://doi.org/10.3389/fnins.2024.1290826,depression,<Depression>
24,https://doi.org/10.3389/fnins.2024.1290826,inflammation,<Inflammation>
24,https://doi.org/10.3389/fnins.2024.1290826,probiotic,<probiotic>
24,https://doi.org/10.3389/fnins.2024.1290826,gut-brain axis,<Gut-brain axis>
24,https://doi.org/10.3389/fnins.2024.1290826,anxiety,<Anxiety>
24,https://doi.org/10.3389/fnins.2024.1290826,abundance,<abundance>
24,https://doi.org/10.3389/fnins.2024.1290826,diversity,<diversity>
24,https://doi.org/10.3389/fnins.2024.1290826,microbiome-brain connections in bipolar disorder,<microbiome-brain connections in bipolar disorder>
24,https://doi.org/10.3389/fnins.2024.1290826,interventions,<intervention>
27,https://doi.org/10.7759/cureus.55733,Akkermansia muciniphila,<Akkermansia muciniphila>
27,https://doi.org/10.7759/cureus.55733,Treatment,<Treatment>
27,https://doi.org/10.7759/cureus.55733,Olanzapine,<Olanzapine>
27,https://doi.org/10.7759/cureus.55733,Weight Gain,<Weight Gain>
27,https://doi.org/10.7759/cureus.55733,Second-generation antipsychotics,<Second-generation antipsychotic>
27,https://doi.org/10.7759/cureus.55733,treatment,<Treatment>
27,https://doi.org/10.7759/cureus.55733,psychiatric disorders,<Psychiatric disorder>
27,https://doi.org/10.7759/cureus.55733,first-generation antipsychotic drugs,<first-generation antipsychotic drug>
27,https://doi.org/10.7759/cureus.55733,weight gain,<weight gain>
27,https://doi.org/10.7759/cureus.55733,metabolic disorders,<metabolic disorder>
27,https://doi.org/10.7759/cureus.55733,olanzapine,<olanzapine>
27,https://doi.org/10.7759/cureus.55733,drugs,<drug>
27,https://doi.org/10.7759/cureus.55733,side effects,<Side effect>
27,https://doi.org/10.7759/cureus.55733,gut microbiota,<Gut microbiota>
27,https://doi.org/10.7759/cureus.55733,gut-brain axis,<Gut-brain axis>
27,https://doi.org/10.7759/cureus.55733,host,<Host>
27,https://doi.org/10.7759/cureus.55733,central and peripheral receptors blockade mechanism to weight gain,<central and peripheral receptors blockade mechanism to weight gain>
27,https://doi.org/10.7759/cureus.55733,metabolic impairment,<metabolic impairment>
27,https://doi.org/10.7759/cureus.55733,dysbiosis,<Dysbiosis>
27,https://doi.org/10.7759/cureus.55733,bacterium,<bacterium>
27,https://doi.org/10.7759/cureus.55733,patients,<Patient>
27,https://doi.org/10.7759/cureus.55733,diabetes,<diabete>
27,https://doi.org/10.7759/cureus.55733,obesity,<Obesity>
27,https://doi.org/10.7759/cureus.55733,metabolic syndrome,<metabolic syndrome>
27,https://doi.org/10.7759/cureus.55733,chronic inflammatory diseases,<chronic inflammatory disease>
27,https://doi.org/10.7759/cureus.55733,microbiota,<Microbiota>
27,https://doi.org/10.7759/cureus.55733,psychiatric patients,<psychiatric patient>
27,https://doi.org/10.7759/cureus.55733,antipsychotic side effects,<antipsychotic side effect>
27,https://doi.org/10.7759/cureus.55733,strain probiotics,<strain probiotic>
27,https://doi.org/10.7759/cureus.55733,mice models,<mice model>
27,https://doi.org/10.7759/cureus.55733,antipsychotic-induced metabolic impairment,<antipsychotic-induced metabolic impairment>
27,https://doi.org/10.7759/cureus.55733,insulin resistance,<insulin resistance>
27,https://doi.org/10.7759/cureus.55733,hyperglycemia,<hyperglycemia>
27,https://doi.org/10.7759/cureus.55733,"liver function, systemic inflammation","<liver function, systemic inflammation>"
27,https://doi.org/10.7759/cureus.55733,probiotic,<probiotic>
27,https://doi.org/10.7759/cureus.55733,treating,<treating>
27,https://doi.org/10.7759/cureus.55733,metabolic side effects,<metabolic side effect>
